RD;SECTION;TMJA_S1;TMJA_S2;TMJA_S3;TMJO_S1;TMJO_S2;TMJO_S3;T_HPM_S1;HPM_S1;T_HPS_S1;HPS_S1;T_HPM_S2;HPM_S2;T_HPS_S2;HPS_S2;SENS1_DE;SENS1_VERS;SENS2_DE;SENS2_VERS;COMMUNE_COMPTEUR;TMJA_AA;TYPE_COMPTAGE;PERIODICITE;ANNEE_COMPTAGE;MOIS_COMPTAGE;TYPE_DU_COMPTEUR;st_length_;Geo Point;Geo Shape;ID
D5;260;5218;4292;9510;5870;4812;10682;707;08:00;406;18:00;274;08:00;433;18:00;Saint-Cloud;La Defense;La Defense;Saint-Cloud;SURESNES;9510 (10);TOURNANT;TRIENNALE;2010;JUIN;TUBES;1038.49159745;48.8657154597,2.21501271461;"{""coordinates"": [[2.21756171976031, 48.86989155266353], [2.21754674225268, 48.868172601957006], [2.216166669017808, 48.86655812697705], [2.212299706146164, 48.86332792521768], [2.21245890473664, 48.861680824157524]], ""type"": ""LineString""}";260_2010
D406;2370;5060;3478;8538;5516;3754;9270;552;8:00;450;17:00;251;8:00;348;18:00;Clamart;Sevres;Sevres;Clamart;MEUDON;8538 (10);TOURNANT;TRIENNALE;2010;SEPTEMBRE;TUBES;1154.84411114;48.8140235679,2.23437187028;"{""coordinates"": [[2.236139790097352, 48.809224394535576], [2.236166116405507, 48.80968279590493], [2.236220059482052, 48.809934499934734], [2.236640274130313, 48.810779709880826], [2.236924834643198, 48.81140909574071], [2.237100983448594, 48.81180470678241], [2.236596392117022, 48.812361526612705], [2.236541871648163, 48.812406419714335], [2.236091790953052, 48.81291834330143], [2.236023590577779, 48.81299917584812], [2.234618785975193, 48.81457084016497], [2.234277969399908, 48.81486714415547], [2.233514758124702, 48.81541473781596], [2.23344658537703, 48.815477592863004], [2.232805969385968, 48.81596237495298], [2.232533380051812, 48.81615986717961], [2.232042744562953, 48.81650097080624], [2.231606614225087, 48.816806170484625], [2.231224935686005, 48.817102428046326], [2.230420718815488, 48.81770389230899], [2.23014837056086, 48.817775549987196], [2.229985013297121, 48.817793379053306], [2.22998499508647, 48.81780236702372]], ""type"": ""LineString""}";2370_2010
D406;2390;8118;6419;14537;9048;6975;16023;1018;8:00;926;18:00;622;8:00;686;18:00;Sevres;Chatenay-Malabry;Chatenay-Malabry;Sevres;MEUDON;14537 (10);TOURNANT;TRIENNALE;2010;SEPTEMBRE;TUBES;1452.40683218;48.7866492389,2.23651744754;"{""coordinates"": [[2.239282871044597, 48.78043867822699], [2.239133116066223, 48.780519447315044], [2.239024111511717, 48.78062721400975], [2.238914630860775, 48.78098664568697], [2.238681641571022, 48.781930196055995], [2.238531013485969, 48.78246935263295], [2.238490058538346, 48.782550210734534], [2.238421287601934, 48.78295461494415], [2.238325212055277, 48.783412924153346], [2.238188348196295, 48.78386221029764], [2.238092233930497, 48.784338495269594], [2.23798250108845, 48.784823756173246], [2.237982466195955, 48.78484173217484], [2.237886759059141, 48.785102304860054], [2.237818255306106, 48.78536289966754], [2.237818067834372, 48.78546176770129], [2.237667111638782, 48.78616270517749], [2.237544179920286, 48.786432242408104], [2.237448159884137, 48.78685459781651], [2.237324897699096, 48.78729490590267], [2.237036750445681, 48.788597921339445], [2.236927706890123, 48.788714673052375], [2.236628106793564, 48.78889418075784], [2.236382967133036, 48.78904676877169], [2.235947320454993, 48.789235147232766], [2.23548469316321, 48.789306657312444], [2.235144558346584, 48.78934231903521], [2.234749924593537, 48.7894228721105], [2.234328013262239, 48.789539352800766], [2.233892657523798, 48.78957492839587], [2.233321239410254, 48.78962835941384], [2.23306253769156, 48.789753965607815], [2.232926240205479, 48.789888666171564], [2.232857795296326, 48.7901043179056], [2.232843184311878, 48.79060763045313], [2.232842752991561, 48.79082334147818], [2.232706506510174, 48.790931077778914], [2.232488568821764, 48.79107469375418], [2.232434048676873, 48.79112857390442], [2.232283981211669, 48.79134415302344]], ""type"": ""LineString""}";2390_2010
D986;86;4647;4714;9361;5151;5170;10321;267;08:00;504;17:00;438;08:00;327;17:00;Colombes;Asnieres;Colombes;Nanterre;COLOMBES;9361 (10);TOURNANT;TRIENNALE;2010;MARS;TUBES;1990.86776519;48.9191404514,2.24070428832;"{""coordinates"": [[2.252433493258312, 48.923089464316696], [2.252187897235706, 48.92316118663454], [2.251342463635309, 48.92309767572808], [2.250374308590318, 48.92302508351002], [2.250033442497608, 48.92297990190249], [2.249678968879122, 48.92291673480838], [2.248411083337044, 48.92267315436734], [2.248002125456029, 48.92257399497615], [2.247511577814107, 48.922339967645264], [2.247320808400973, 48.92224995434756], [2.2460536275742, 48.92161991017043], [2.245249647356203, 48.92126880349729], [2.245045265907653, 48.92116979016586], [2.244091532951714, 48.920683755806564], [2.243096939877933, 48.92017970823013], [2.242878994053925, 48.92004473187483], [2.241693741794168, 48.919414704224366], [2.24146213282811, 48.91929768843427], [2.241189647827627, 48.91916266531188], [2.241053414001717, 48.91909066003249], [2.240753708568083, 48.91892865361421], [2.240208648134543, 48.918712525055284], [2.239322933759281, 48.918361311972475], [2.239077647780975, 48.91827124130425], [2.238573458923899, 48.918082101345306], [2.238246443602945, 48.91794702632445], [2.237551438327271, 48.917712787916365], [2.237238029027339, 48.91759569594062], [2.236965512380392, 48.917487624540115], [2.236515849326631, 48.917316494206794], [2.235262256473278, 48.91683912291497], [2.235180511754047, 48.91680310493221], [2.234390244396261, 48.91648788408799], [2.233463700439201, 48.91613659132638], [2.232428099794509, 48.915776209453966], [2.231433477188168, 48.9153888938484], [2.230997485981649, 48.91521775465443], [2.230615983604361, 48.91507362334117], [2.229893798795056, 48.914830328669574], [2.229130790105693, 48.91455104530328], [2.229062688774789, 48.914515035982944]], ""type"": ""LineString""}";86_2010
D910;22;22331;23146;45477;23676;24543;4819;0;;0;;0;;0;;Paris;Pont de Sevres;Pont de Sevres;Paris;BOULOGNE BILLANCOURT;45477 (12);SITER;ANNUELLE;2012;365J;BOUCLES;814.2654626;48.8352080643,2.24860973348;"{""coordinates"": [[2.253636074204181, 48.83675831441415], [2.252493012912133, 48.836389017256806], [2.249499262262984, 48.83547910945309], [2.247022684974572, 48.83473129350762], [2.245471490120566, 48.83424478036542], [2.24372980594774, 48.833713160217016], [2.243580129351142, 48.83366810509549]], ""type"": ""LineString""}";22_2012
D13;660;8527;8554;17081;10150;9551;19701;602;07:00;1127;18:00;1015;07:00;612;17:00;Paris;Province;Province;Paris;COLOMBES;17081 (10);TOURNANT;TRIENNALE;2010;MARS;TUBES;1261.80245429;48.9286172553,2.25414994744;"{""coordinates"": [[2.252447130837123, 48.92308947457432], [2.252405983932671, 48.92323323670299], [2.252432995348033, 48.923395021313276], [2.252487164726455, 48.923628721066315], [2.252595667747923, 48.923997263212144], [2.252730805191989, 48.9247612502395], [2.252906905251725, 48.92549830411415], [2.253015022471952, 48.9261094931489], [2.253354838290417, 48.9268197003358], [2.253368448828612, 48.92683768346939], [2.253449903661363, 48.92707140114199], [2.253585915573431, 48.927305156560685], [2.253735408435388, 48.92763777733385], [2.254048139263777, 48.92824011885243], [2.254632989923304, 48.92926503226484], [2.25493218619087, 48.92981344051478], [2.255108760489239, 48.93028088151539], [2.255203061477097, 48.93102686030921], [2.255364743106063, 48.93229412428338], [2.255445608171339, 48.932914275696504], [2.255499448331309, 48.9333726442576], [2.255567325622716, 48.93357938861401], [2.255648872591613, 48.933768168945484], [2.255703250738175, 48.93388503582872], [2.255893852745888, 48.934118824146246]], ""type"": ""LineString""}";660_2010
D2;210;8225;8993;17218;8931;9858;18789;773;8:00;747;17:00;796;7:00;842;18:00;Clamart;Boulogne Billancourt;Boulogne Billancourt;Clamart;CLAMART;17218 (10);TOURNANT;TRIENNALE;2010;SEPTEMBRE;TUBES;1094.14456561;48.8101285267,2.25843810197;"{""coordinates"": [[2.257631279837615, 48.815019803657144], [2.257713730686942, 48.814498568008034], [2.257782462054811, 48.81404922464438], [2.257864856918298, 48.81356393894382], [2.257947358453303, 48.81300675113843], [2.257974822036923, 48.812844988586285], [2.258015961621701, 48.812638296641374], [2.258070956318159, 48.81226983429561], [2.258153373144696, 48.81176657233471], [2.258276829513288, 48.811119532253436], [2.258414055130388, 48.81036464760828], [2.258551439092841, 48.8095019078713], [2.25864727643615, 48.809115495072604], [2.25864764286599, 48.80887282409936], [2.258716398699732, 48.80839651503933], [2.259018410040752, 48.80663509855333], [2.259196958293938, 48.805529711463784], [2.259238047964359, 48.80534998196937], [2.259265422747259, 48.805242145074786]], ""type"": ""LineString""}";210_2010
D2;117;12612;15050;27662;13760;16569;30329;1286;8:00;1219;18:00;1534;8:00;1429;18:00;Clamart;Boulogne-Billancourt;Clamart;Le Plessis-Robinson;CLAMART;27662 (10);TOURNANT;TRIENNALE;2010;SEPTEMBRE;TUBES;2247.56438133;48.7964643743,2.25413493958;"{""coordinates"": [[2.259265437066611, 48.805233157096], [2.259265437066611, 48.805233157096], [2.259156704102972, 48.80515219581733], [2.258599371073346, 48.80479231646564], [2.258015173069897, 48.80420772004366], [2.257417396871971, 48.80361412385546], [2.257227170444531, 48.803443227283026], [2.257064101923039, 48.80330829997519], [2.256901035627082, 48.803173373341956], [2.25628966392625, 48.8025887494597], [2.255854971732886, 48.80213906053547], [2.255501879332885, 48.801716389755576], [2.254918049866726, 48.800943031416494], [2.254429247746109, 48.80031354272644], [2.253940584468139, 48.7996031590879], [2.253696380696919, 48.79917156990221], [2.25356077508175, 48.79889284993266], [2.25300537444984, 48.79740046702178], [2.25261251467863, 48.79636657930514], [2.25239621707318, 48.79552156176447], [2.252329045071801, 48.79500021392682], [2.252302771608277, 48.794424967990096], [2.252344402889584, 48.79392167290167], [2.252468939344971, 48.79262749838987], [2.252565373884225, 48.791881567327486], [2.252592841923824, 48.791719803865064], [2.252606751772816, 48.79153106616281], [2.252731814472868, 48.78990433505124], [2.252772986495931, 48.78967966485162], [2.252814840331956, 48.78903256041502], [2.252815146145006, 48.78884381330776], [2.252842438391949, 48.78878990484722], [2.2528835357974, 48.7886101745808], [2.252938352019277, 48.788358550500746], [2.252979448740966, 48.788178819292284], [2.253006885267995, 48.788035031673246], [2.253267193063865, 48.78687576482743], [2.253376961495422, 48.78628263524086], [2.253390636006475, 48.786237704484435]], ""type"": ""LineString""}";117_2010
D9;480;3527;3464;6991;4099;4070;8169;337;8:00;409;17:00;463;8:00;231;17:00;La Defense;Saint-Denis;Saint-Denis;La Defense;VILLENEUVE LA GARENNE;6991 (07);TOURNANT;TRIENNALE;2007;JANVIER;TUBES;1602.40484223;48.9436724336,2.31437239086;"{""coordinates"": [[2.323808846400792, 48.94004084786754], [2.323808846400792, 48.94004084786754], [2.323713302448227, 48.94022956145114], [2.323617773091466, 48.940364353421195], [2.323467673855439, 48.940499139723315], [2.323263007143193, 48.94062493322454], [2.323044691231041, 48.94076869830041], [2.322853670829536, 48.94086753129432], [2.322362478228313, 48.941110118762936], [2.32217145956757, 48.94119996460911], [2.321980435792869, 48.941298796148956], [2.321366431090752, 48.94161325913928], [2.320984375911414, 48.94181990705269], [2.320506799008109, 48.94208944858027], [2.319974660008774, 48.942314046274795], [2.319387953086699, 48.94252066016057], [2.318501097821534, 48.942727226824175], [2.318269153110941, 48.942772125160275], [2.317996276632599, 48.94282600426858], [2.317341357175901, 48.94298766331347], [2.310573534886356, 48.94482867703378], [2.307885421766172, 48.94547511072429], [2.306657301699284, 48.94581630786441], [2.305661211366044, 48.945986802610946], [2.304433159848253, 48.94617520117309]], ""type"": ""LineString""}";480_2007
D19;850;15847;14401;30248;17076;15181;32257;1132;09:00;1359;17:00;1020;08:00;947;17:00;Paris;Province;Province;Paris;GENNEVILLIERS;30248 (10);TOURNANT;TRIENNALE;2010;JANVIER;TUBES;933.682528702;48.9340219669,2.28130658433;"{""coordinates"": [[2.284379208637175, 48.9303871757454], [2.284256168852635, 48.93066571600364], [2.283805515102238, 48.93119574538777], [2.283464148984413, 48.93155506945449], [2.28312271165318, 48.931977301921954], [2.281320056895718, 48.93399853066684], [2.281046924657066, 48.934294970376364], [2.280869373397678, 48.93450158661899], [2.280760092387673, 48.9346453250167], [2.280145569532217, 48.93527411752232], [2.279421723228348, 48.93606461764272], [2.27899829672416, 48.93655869152736], [2.278683941503612, 48.93709775120823], [2.278396720879638, 48.937762638627]], ""type"": ""LineString""}";850_2010
D74;1700;4618;5774;10392;5028;6215;11243;455;8:00;400;17:00;498;8:00;499;18:00;Departement 94;Fontenay-aux-Roses;Fontenay-aux-Roses;Departement 94;SCEAUX;10392 (10);TOURNANT;TRIENNALE;2010;NOVEMBRE;TUBES;481.8675156;48.7850350351,2.30639730286;"{""coordinates"": [[2.303200875454827, 48.78544434513083], [2.303309740084151, 48.7853634834799], [2.305282141895158, 48.78506741477348], [2.305907857290851, 48.784986684814], [2.306615157029495, 48.78494192481361], [2.30694160074981, 48.78492403090615], [2.307512856313004, 48.78493315880829], [2.308274545509496, 48.784915366691024], [2.308886609452622, 48.784915509812464], [2.309634705718886, 48.78487972997664]], ""type"": ""LineString""}";1700_2010
D986;2490;11241;10773;22014;12142;11639;23781;1027;8:00;869;17:00;786;8:00;964;17:00;Nanterre;Departement 93;Departement 93;Nanterre;GENNEVILLIERS;22014 (07);TOURNANT;TRIENNALE;2007;JANVIER;TUBES;140.065261236;48.9332194577,2.30341798412;"{""coordinates"": [[2.304373101323134, 48.93320716371358], [2.30378656623108, 48.933207004385295], [2.302736242356854, 48.933233671876906], [2.302463424772247, 48.93325156745149]], ""type"": ""LineString""}";2490_2007
D77;1810;4845;4115;8960;5346;4507;9853;657;08:00;394;18:00;360;08:00;437;17:00;Paris;Province;Province;Paris;BOURG LA REINE;8960 (11);TOURNANT;TRIENNALE;2011;NOVEMBRE;TUBES;604.442952679;48.7869917901,2.31202311529;"{""coordinates"": [[2.31406678146346, 48.78941957436032], [2.313971615027743, 48.78930271309346], [2.312829702116652, 48.78777453771902], [2.312639397976516, 48.78750486099292], [2.312449094533996, 48.787235183036245], [2.312150045442183, 48.78682167564182], [2.311796556796661, 48.78648904746531], [2.311456620462301, 48.786264276630405], [2.311198288679197, 48.786057498887764], [2.310273747014566, 48.785320284129654], [2.310151392904862, 48.78520341279588], [2.309947454185209, 48.7850415832753], [2.30966190319712, 48.78488872406793]], ""type"": ""LineString""}";1810_2011
D74;1690;5858;7587;13445;6356;8100;14456;563;8:00;505;17:00;657;8:00;650;18:00;Departement 94;Fontenay-aux-Roses;Fontenay-aux-Roses;Departement 94;BOURG LA REINE;13445 (10);TOURNANT;TRIENNALE;2010;NOVEMBRE;TUBES;598.387206087;48.7839563998,2.3132049261;"{""coordinates"": [[2.309648307106274, 48.7848797325717], [2.310614015374802, 48.78486197086994], [2.311130874051707, 48.78485309393414], [2.31170217548435, 48.784763334714], [2.312178296712252, 48.784610636987814], [2.312600021512866, 48.784430963391785], [2.313116985014974, 48.78417940220746], [2.313906045376678, 48.78374813054773], [2.314042091162313, 48.783667264688205], [2.314436605151001, 48.78347859038495], [2.315171217907034, 48.78310122813905], [2.315892211833652, 48.78274183534584], [2.316592411169548, 48.78239787748863]], ""type"": ""LineString""}";1690_2010
D9;460;5714;3008;8722;6029;3242;9271;314;7:00;522;17:00;330;8:00;200;17:00;La Defense;Saint-Denis;Saint-Denis;La Defense;VILLENEUVE LA GARENNE;8722 (07);TOURNANT;TRIENNALE;2007;JANVIER;TUBES;810.485507135;48.9318822844,2.33236747025;"{""coordinates"": [[2.331490607681612, 48.928322511395244], [2.331626980587179, 48.92849326856067], [2.331858792678757, 48.929032494282026], [2.331940587986193, 48.929445895844495], [2.331967857926595, 48.92953576691127], [2.331995123058841, 48.92967955869776], [2.332158720521202, 48.930488387587644], [2.33218597494005, 48.93076698335331], [2.332267769937917, 48.93124329312104], [2.332567702064535, 48.93293284242892], [2.332649504031797, 48.93340016482982], [2.332717664018575, 48.93391242014883], [2.332785843019206, 48.93420898994145], [2.332840379001314, 48.93454150666293], [2.333017640187572, 48.93544020106805], [2.33301763311013, 48.93552108252879]], ""type"": ""LineString""}";460_2007
D920;8;14902;0;14902;15759;0;15759;873;0;1091;0;0;08:00;0;18:00;Bourg-la-Reine;Antony;;;BOURG LA REINE;14902 (12);TOURNANT;ANNUELLE;2012;NOVEMBRE;TUBES;1234.57515289;48.7818726082,2.31497548077;"{""coordinates"": [[2.31814850067952, 48.786795788821806], [2.317509413903204, 48.786247421592776], [2.316992751555824, 48.785708058862866], [2.316816002487152, 48.78551928187274], [2.316707239551062, 48.78539343217304], [2.316448936693832, 48.78506982213112], [2.316122700746697, 48.78456643862829], [2.315524625509966, 48.78363158314648], [2.315171217907034, 48.78310122813905], [2.314817863283409, 48.78246301680021], [2.314736322424535, 48.78231020511112], [2.31470915201029, 48.78223829615031], [2.314274321077233, 48.78133042715827], [2.314152027778948, 48.78107873898493], [2.31405691064308, 48.78088098467477], [2.313676416681069, 48.78017085872829], [2.313662827549537, 48.78014389256902], [2.313581343513895, 48.77988322388753], [2.313540635375951, 48.77967649141591], [2.313405030629198, 48.77879563846724], [2.313350857943385, 48.77829229751421], [2.313378195090925, 48.77798671026108], [2.313500868376451, 48.77736655929642], [2.313623440613491, 48.77697110854351], [2.313773164593639, 48.77667453181763], [2.313936375695345, 48.77662962320092], [2.314099609365927, 48.77653078535795]], ""type"": ""LineString""}";8_2012
D7;136;25514;24506;50020;0;0;0;0;;0;;0;;0;;Courbevoie;Asnieres;Courbevoie;Puteaux;COURBEVOIE;50020 (12);SITER;ANNUELLE;2012;365J;BOUCLES;1663.77270726;48.891398113,2.2577532633;"{""coordinates"": [[[2.255200808625562, 48.889236973548904], [2.253594776880278, 48.888196785042396], [2.252826245976661, 48.88763240979301], [2.252478215467657, 48.88729383698551]], [[2.255200808625562, 48.889236973548904], [2.253652405859402, 48.887820951033994], [2.25302365211702, 48.88710548900173]], [[2.255200808625562, 48.889236973548904], [2.255745312150586, 48.88965075712571], [2.25624899328541, 48.890028561853306], [2.256548468783373, 48.89026243130341], [2.25731075656121, 48.89087407257458], [2.258182001627511, 48.891548690740976], [2.258535930833964, 48.89183651428992], [2.25899872435088, 48.89224124121707], [2.259284501143672, 48.89253800490304], [2.259474980044522, 48.89276280850875], [2.260727089318294, 48.89400384667555], [2.261067340125523, 48.894345576298214], [2.262278958149269, 48.895361890996014], [2.262387859187042, 48.89546081802837], [2.26291886754694, 48.895865570768116], [2.263204814666265, 48.89607245250846], [2.263613375760973, 48.89632434465927], [2.264117318252794, 48.89660325487746], [2.26447149061945, 48.8967652390936]]], ""type"": ""MultiLineString""}";136_2012
D910;22;23066;23460;46526;24392;24608;49000;0;;0;;0;;0;;Boulogne-Billancourt;Pont de Sèvres;Boulogne-Billancourt;Paris;BOULOGNE BILLANCOURT;46526 (16);SITER;ANNUELLE;2016;365J;BOUCLES;2093.07595735;48.8349117841,2.24766075923;"{""coordinates"": [[[2.24379302584169, 48.83358081910227], [2.243824910505881, 48.83363678280454], [2.244010740357446, 48.83369281977794], [2.244706355351914, 48.833918461692484], [2.24485282508117, 48.83396435584842], [2.24525842654338, 48.834084734029034], [2.245454947249284, 48.83415522653772], [2.245612173701723, 48.83421108039778], [2.245987705411906, 48.83433846245939], [2.246130089627232, 48.83438432908051], [2.246253312911488, 48.83443636984174]], [[2.24337683637302, 48.8337211888246], [2.243432282050211, 48.833749419858535], [2.243523212014408, 48.83377337948643], [2.243587092775876, 48.833783676327556], [2.243687780611354, 48.83379240754119], [2.243741233549821, 48.83377026107185], [2.244712209888172, 48.83407858811305], [2.244752893616976, 48.83409143626764], [2.245219562413436, 48.834228390368025], [2.245638711589997, 48.83435424948008], [2.245936001877402, 48.8344280741254], [2.246095019273781, 48.83445425977015]], [[2.246253312911488, 48.83443636984174], [2.245706527656449, 48.83428092825218], [2.245199328861462, 48.83412033702563], [2.244871127361324, 48.834017534714135], [2.243973333851812, 48.83373575322113], [2.243242305791721, 48.83350988277135]], [[2.246253312911488, 48.83443636984174], [2.246329234368738, 48.83446203114091], [2.246950440189349, 48.834653014489554], [2.247054865747303, 48.83468604953048], [2.247585272709939, 48.83484408091118], [2.247969000876083, 48.83497060891539], [2.248369024853901, 48.83510083502228], [2.248938479653051, 48.83529148273391], [2.249371411900452, 48.83540752263641], [2.249520730452388, 48.83544533347758], [2.2497431984461, 48.835512384233056], [2.250188095868134, 48.835649181322374], [2.25090139681437, 48.83588029403468], [2.251779023301516, 48.83614840577524], [2.252365017448609, 48.83632744797291], [2.252474885602237, 48.836361411868246], [2.252507438616044, 48.83637150816356], [2.253128639374609, 48.83656605692719], [2.253178915248871, 48.836575364293154], [2.253539754810648, 48.836684642716634]], [[2.246095019273781, 48.83445425977015], [2.245952790461748, 48.83439760108506], [2.245570329723411, 48.83427827025823], [2.245179762736511, 48.834154390007626], [2.244837965033516, 48.834049703261314], [2.243959268624302, 48.83376624298765], [2.243214604986278, 48.833541185655406]], [[2.253488486732961, 48.83674458125515], [2.253443723897491, 48.83673081129799], [2.253054404254638, 48.836612361344194], [2.252475178018261, 48.83643606203218], [2.250816249388405, 48.83592742797501], [2.250270758322125, 48.83577471298117], [2.249977723323479, 48.83568833388097], [2.249456589018008, 48.83554746082839], [2.249311499611458, 48.83549978202528], [2.248992882156762, 48.83539255475263], [2.248294698534242, 48.835153431207075], [2.247520428684631, 48.834900334224606], [2.247013089502876, 48.83474874362044], [2.246939852476028, 48.83472579749418], [2.246095019273781, 48.83445425977015]]], ""type"": ""MultiLineString""}";22_2016
D908;53;7712;6514;14226;8487;7086;15573;0;;0;;0;;0;;Département 94;La Garenne-Colombes;La Garenne-Colombes;Courbevoie;LA GARENNE COLOMBES;14226 (16);SITER;ANNUELLE;2016;365J;BOUCLES;1554.08535528;48.9064949232,2.24687420737;"{""coordinates"": [[[2.248697830817313, 48.90633592464912], [2.250734288976422, 48.90607708509747], [2.252751665761502, 48.905815395032484], [2.252910200011689, 48.905795699351906], [2.253168520741956, 48.90576223699274], [2.253538994498778, 48.90570878850126], [2.255094144258972, 48.90552331706055], [2.255639644021861, 48.90544127264573]], [[2.248697830817313, 48.90633592464912], [2.248668676623884, 48.9062763863503], [2.248606810132856, 48.90621484402532], [2.248536498428876, 48.90617123597787], [2.248437384717099, 48.90613823824693], [2.248336661267389, 48.9061223182096], [2.248245239744016, 48.906123542598046], [2.248149516443025, 48.90613913000644], [2.248053509467569, 48.90617449998086], [2.247981937989439, 48.906218117180785], [2.247922331581634, 48.90628339385062], [2.247889775556322, 48.90636502711979], [2.247895491158168, 48.906441505328694]], [[2.247895491158168, 48.906441505328694], [2.248697830817313, 48.90633592464912]], [[2.247895491158168, 48.906441505328694], [2.247924618862747, 48.906502842326624], [2.247982405936688, 48.90656345994221], [2.248066253853737, 48.906614347802915], [2.248155858374633, 48.90664458755394], [2.248262052929953, 48.906659643220806], [2.24837396337368, 48.90665674847447], [2.248484834982373, 48.90663136433671], [2.248569983348755, 48.906592327601885], [2.248629276131135, 48.906548633522526], [2.248680645760039, 48.90648690279749], [2.2487062894464, 48.90641152047033], [2.248697830817313, 48.90633592464912]], [[2.239077498678245, 48.90677791660615], [2.239332566833587, 48.90678133562676], [2.239427832118874, 48.90679722929804], [2.240092111301056, 48.90699210141669], [2.240275365057069, 48.907055317103335], [2.240299788913189, 48.90706446530298], [2.240327163630264, 48.90705834333472], [2.240368100773455, 48.90705770414701], [2.240389848205999, 48.90706323732483], [2.240414298022384, 48.90707058699726], [2.24043591441483, 48.90708511357131], [2.24045337281489, 48.90710411030121], [2.240462632600051, 48.90712395409038], [2.240462356899513, 48.90714283744948], [2.240455234425271, 48.90716347702245]], [[2.240455234425271, 48.90716347702245], [2.240439980189056, 48.90718046741142], [2.240416579172075, 48.907194707851154], [2.240387788357872, 48.9072044178482], [2.240354982848116, 48.907208706232936], [2.240320892338656, 48.90720759100895], [2.240284204560062, 48.907197466169876], [2.240263912730069, 48.907185646317075], [2.240246402490477, 48.90717024656442], [2.240237103187734, 48.90715310050787], [2.240163872513532, 48.90712295811294], [2.240019941711418, 48.907076179937086], [2.239538940080961, 48.90694272576131], [2.23935402141132, 48.90690018265052], [2.23921358152703, 48.90689479422545], [2.23906491707569, 48.90689205109429]], [[2.240455234425271, 48.90716347702245], [2.2406915212099, 48.90723871969811], [2.24086274739316, 48.90728477042906], [2.240997523188312, 48.907304510692555], [2.2411283770436, 48.90731253447308], [2.24207829421738, 48.907192643841135], [2.243461608896227, 48.90700893367302], [2.243685759398433, 48.906980671237505], [2.244019262458405, 48.906937810576345], [2.246450782402496, 48.90662757834086], [2.24714785606382, 48.90653753279407], [2.247895491158168, 48.906441505328694]]], ""type"": ""MultiLineString""}";53_2016
